State,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
L,L,-0.02,0.02,0.98,4.58,-0.67,-0.92,-24.91,45.23,-400.00
L,L,-0.02,0.02,0.97,4.15,-0.37,-0.98,-24.91,45.23,-400.00
L,L,-0.02,0.02,0.99,4.88,-1.34,-1.04,-24.91,45.23,-400.00
L,L,-0.02,0.02,0.98,3.11,2.50,-1.28,-25.59,44.01,-400.00
L,L,-0.02,0.02,0.98,3.42,1.53,-1.28,-25.59,44.01,-400.00
L,L,-0.02,0.02,0.98,3.54,1.71,-1.34,-25.59,44.01,-400.00
L,L,-0.02,0.02,0.98,3.78,0.98,-0.98,-24.73,44.34,-400.00
L,L,-0.02,0.02,0.98,3.91,1.04,-0.85,-24.73,44.34,-400.00
L,L,-0.01,0.02,0.97,5.43,-2.69,-1.22,-24.73,44.34,-400.00
L,L,-0.02,0.02,0.97,4.15,0.18,-1.10,-24.73,44.34,-400.00
L,L,-0.02,0.02,0.97,4.03,0.73,-0.92,-24.98,44.10,-400.00
L,L,-0.02,0.02,0.98,4.03,0.61,-1.04,-24.98,44.10,-400.00
L,L,-0.02,0.02,0.98,4.03,1.04,-0.85,-24.98,44.10,-400.00
L,L,-0.02,0.02,0.98,3.78,1.28,-0.85,-24.74,45.08,-400.00
L,L,-0.02,0.02,0.98,3.42,1.65,-1.04,-24.74,45.08,-400.00
L,L,-0.02,0.02,0.98,4.21,0.31,-1.04,-24.74,45.08,-400.00
L,L,-0.02,0.02,0.98,3.66,0.79,-0.98,-24.74,45.08,-400.00
L,L,-0.02,0.02,0.98,3.85,0.79,-0.79,-25.29,44.73,-400.00
L,L,-0.02,0.02,0.98,3.78,1.34,-0.73,-25.29,44.73,-400.00
L,L,-0.02,0.02,0.97,4.39,-0.18,-0.85,-25.29,44.73,-400.00
L,L,-0.02,0.02,0.98,4.27,-0.06,-0.79,-25.07,44.15,-400.00
L,L,-0.02,0.02,0.97,3.72,0.85,-0.98,-25.07,44.15,-400.00
L,L,-0.02,0.02,0.98,3.72,1.16,-0.79,-25.07,44.15,-400.00
L,L,-0.02,0.02,0.98,3.23,3.11,-0.79,-25.59,45.14,-400.00
L,L,-0.01,0.02,0.97,3.48,1.71,-0.98,-25.59,45.14,-400.00
L,L,-0.02,0.02,0.98,4.39,-0.31,-1.40,-25.59,45.14,-400.00
L,L,-0.01,0.02,0.97,4.09,0.18,-0.37,-25.59,45.14,-400.00
L,L,-0.02,0.02,0.98,4.58,-0.85,0.67,-25.45,45.12,-400.00
L,L,-0.02,0.02,0.98,4.27,0.06,-0.92,-25.45,45.12,-400.00
L,L,-0.02,0.03,0.99,4.39,-0.49,-1.34,-25.45,45.12,-400.00
L,L,-0.00,0.05,0.98,2.62,3.54,-11.11,-25.35,44.93,-400.00
L,L,0.09,-0.00,0.99,1.59,6.10,-8.73,-25.35,44.93,-400.00
L,L,-0.08,0.01,0.95,1.28,7.45,6.71,-25.35,44.93,-400.00
L,L,-0.05,0.02,0.98,4.33,0.24,0.98,-25.35,44.93,-400.00
L,L,-0.02,0.02,0.98,4.46,-0.37,-0.49,-25.10,44.57,-400.00
L,L,-0.02,0.02,0.98,4.27,-0.12,-0.67,-25.10,44.57,-400.00
L,L,-0.02,0.07,0.99,3.30,2.38,-4.03,-25.10,44.57,-400.00
L,L,-0.01,0.00,0.97,2.01,5.43,-12.15,-25.05,44.51,-400.00
L,L,-0.02,0.02,0.97,0.85,7.63,-8.79,-25.05,44.51,-400.00
L,L,-0.01,0.01,0.96,1.34,6.41,-5.43,-25.05,44.51,-400.00
L,L,-0.02,0.02,0.97,3.42,1.83,-3.05,-25.05,44.76,-400.00
L,L,0.01,0.02,0.97,4.21,0.12,-1.22,-25.38,44.76,-400.00
L,L,-0.01,0.02,0.98,3.97,0.55,-0.06,-25.38,44.76,-400.00
L,L,-0.01,0.03,0.98,3.54,1.83,-0.85,-25.38,44.76,-400.00
L,L,-0.00,0.02,0.98,3.42,2.50,-2.56,-25.76,44.98,-400.00
L,L,-0.00,0.02,0.97,9.77,0.49,-0.92,-25.76,44.98,-400.00
L,L,0.00,0.02,0.97,18.74,-1.71,0.55,-25.76,44.98,-400.00
L,L,-0.02,0.01,0.98,29.11,-4.82,2.81,-25.48,45.61,-400.00
L,L,-0.02,0.00,0.99,19.65,-2.38,1.77,-25.48,45.61,-400.00
L,L,-0.01,0.00,0.98,11.05,0.37,0.37,-25.48,45.61,-400.00
L,L,0.00,0.00,0.96,7.57,1.10,-1.22,-25.48,45.61,-400.00
L,L,-0.01,-0.00,0.97,30.70,-6.84,2.32,-25.54,44.45,-400.00
L,L,-0.04,0.00,0.98,46.81,-9.28,3.91,-25.54,44.45,-400.00
L,L,-0.02,-0.03,0.98,45.96,-7.75,3.72,-25.54,44.45,-400.00
L,L,-0.03,-0.04,0.98,29.36,-3.66,1.89,-24.91,45.50,-400.00
L,L,-0.02,-0.04,0.98,4.58,2.38,-1.28,-24.91,45.50,-400.00
L,L,-0.03,-0.04,0.97,-2.01,4.09,-1.59,-24.91,45.50,-400.00
L,L,-0.01,-0.03,0.97,5.31,0.79,0.06,-24.91,45.50,-400.00
L,L,-0.03,-0.04,0.98,27.28,-4.58,2.14,-25.18,44.45,-400.00
L,L,-0.02,-0.05,0.98,34.12,-2.26,2.69,-25.18,44.45,-400.00
L,L,-0.02,-0.05,0.97,36.74,-1.65,1.46,-25.18,44.45,-400.00
L,L,-0.03,-0.07,0.98,49.32,-3.97,-1.04,-25.88,44.82,-400.00
L,L,-0.03,-0.10,0.97,38.57,-3.17,-6.10,-25.88,44.82,-400.00
L,L,-0.04,-0.10,0.97,11.60,2.93,-10.86,-25.88,44.82,-400.00
L,L,-0.00,-0.11,0.97,-2.44,5.80,-13.67,-24.89,44.71,-400.00
L,L,-0.02,-0.07,0.98,2.14,1.65,-7.08,-24.89,44.71,-400.00
L,L,-0.03,-0.06,0.97,52.31,-12.57,-0.67,-24.89,44.71,-400.00
L,L,-0.02,-0.09,0.96,105.90,-28.20,5.80,-24.89,44.71,-400.00
L,L,-0.03,-0.18,0.96,120.42,-32.59,7.57,-25.38,44.24,-400.00
L,L,-0.05,-0.19,0.97,104.55,-25.88,6.84,-25.38,44.24,-400.00
L,L,-0.07,-0.23,0.96,45.84,-5.55,-0.67,-25.38,44.24,-400.00
L,L,-0.07,-0.24,0.96,16.60,2.62,-6.16,-25.32,43.84,-400.00
L,L,-0.08,-0.18,0.96,-35.71,16.97,-14.28,-25.32,43.84,-400.00
L,L,-0.00,-0.24,0.94,-72.63,25.63,-17.52,-25.32,43.84,-400.00
L,L,-0.01,-0.14,0.96,-65.49,21.36,-12.33,-25.32,43.84,-400.00
L,L,-0.03,-0.12,0.96,-44.98,17.03,-8.91,-25.61,44.59,-400.00
L,L,-0.03,-0.12,0.96,21.67,-4.33,0.12,-25.61,44.59,-400.00
L,L,-0.04,-0.17,0.96,69.58,-20.32,6.96,-25.61,44.59,-400.00
L,L,-0.04,-0.20,0.96,60.61,-16.17,5.55,-25.55,44.76,-400.00
L,L,-0.05,-0.20,0.97,35.89,-8.67,4.09,-25.55,44.76,-400.00
L,L,-0.09,-0.20,0.96,-24.60,9.03,-2.08,-25.55,44.76,-400.00
L,L,-0.04,-0.16,0.96,-78.19,22.46,-8.18,-25.55,44.76,-400.00
L,L,-0.02,-0.19,0.96,-97.29,28.02,-9.95,-26.05,44.68,-400.00
L,L,-0.03,-0.14,0.96,-109.01,30.33,-14.53,-26.05,44.68,-400.00
L,L,-0.01,-0.04,0.94,-84.11,13.06,-13.37,-26.05,44.68,-400.00
L,L,-0.01,-0.04,0.97,0.18,-1.89,-3.48,-25.81,44.86,-400.00
L,L,-0.02,-0.07,0.98,25.76,-5.31,-1.34,-25.81,44.86,-400.00
L,L,-0.01,-0.05,0.97,3.60,1.59,-4.03,-25.81,44.86,-400.00
L,L,-0.02,-0.01,1.01,-30.52,4.70,-3.72,-25.68,44.85,-400.00
L,L,-0.02,-0.03,0.98,-46.02,11.78,0.37,-25.68,44.85,-400.00
L,L,-0.01,-0.00,1.01,-47.85,13.49,6.35,-25.68,44.85,-400.00
L,L,-0.02,-0.02,0.98,-43.27,12.57,15.56,-25.68,44.85,-400.00
L,L,-0.03,-0.04,1.00,-58.59,20.94,13.55,-24.65,44.48,-400.00
L,L,-0.01,0.01,0.99,-73.06,29.66,9.40,-24.65,44.48,-400.00
L,L,-0.04,0.01,0.99,2.93,2.44,0.00,-24.65,44.48,-400.00
L,L,0.01,0.06,0.98,2.69,2.26,-4.58,-25.13,44.52,-400.00
L,L,0.00,0.04,0.97,3.85,1.04,-1.28,-25.13,44.52,-400.00
L,L,0.00,0.03,0.97,4.46,-0.49,0.98,-25.13,44.52,-400.00
L,L,0.01,-0.00,0.97,5.25,-1.89,1.59,-25.13,44.52,-400.00
L,L,-0.01,-0.02,0.98,4.76,-0.73,-0.43,-24.37,44.49,-400.00
L,L,-0.00,0.03,0.98,3.54,0.73,-3.91,-24.37,44.49,-400.00
L,L,-0.01,0.06,0.99,3.11,1.59,-4.27,-24.37,44.49,-400.00
L,L,0.00,0.08,0.98,2.20,3.66,-5.86,-25.23,44.84,-400.00
L,L,0.01,0.02,0.97,2.50,3.78,-1.46,-25.23,44.84,-400.00
L,L,-0.01,-0.04,0.99,2.69,3.48,-14.95,-25.23,44.84,-400.00
L,L,-0.01,0.04,0.97,2.14,4.15,-3.66,-25.43,44.93,-400.00
L,L,-0.00,0.04,0.98,3.05,2.32,-5.07,-25.43,44.93,-400.00
L,L,0.00,0.04,0.98,3.23,2.14,-5.62,-25.43,44.93,-400.00
L,L,0.01,0.00,0.98,2.75,3.60,-4.64,-25.43,44.93,-400.00
L,L,-0.00,0.02,0.98,1.59,5.31,-4.70,-25.57,45.07,-400.00
L,L,0.02,0.03,0.98,1.46,6.23,-5.62,-25.57,45.07,-400.00
L,L,0.01,0.04,0.97,1.77,5.31,-5.31,-25.57,45.07,-400.00
L,L,0.01,0.05,0.97,2.56,4.15,-5.31,-25.74,45.12,-400.00
L,L,0.02,0.03,0.97,2.75,2.50,-5.25,-25.74,45.12,-400.00
L,L,0.03,0.03,0.98,3.85,0.55,-4.15,-25.74,45.12,-400.00
L,L,0.02,0.06,0.98,3.72,0.85,-3.36,-25.74,45.12,-400.00
L,L,-0.02,0.06,0.98,1.89,6.16,-0.12,-25.31,45.46,-400.00
L,L,0.02,0.08,0.99,7.32,10.74,3.23,-25.31,45.46,-400.00
L,L,0.04,-0.01,0.93,11.41,16.91,16.17,-25.31,45.46,-400.00
L,L,0.03,-0.05,0.93,36.99,5.49,15.87,-25.01,45.53,-400.00
L,L,0.03,-0.05,0.95,110.78,-21.85,12.27,-25.01,45.53,-400.00
L,L,0.01,-0.05,0.97,135.86,-32.23,11.05,-25.01,45.53,-400.00
L,L,0.01,-0.08,0.97,138.37,-32.84,11.54,-25.01,45.53,-400.00
L,L,-0.01,-0.12,0.96,145.81,-35.10,12.15,-24.37,44.68,-400.00
L,L,-0.02,-0.16,0.97,162.05,-39.00,13.24,-24.37,44.68,-400.00
L,L,-0.09,-0.33,0.96,129.21,-27.77,13.24,-24.37,44.68,-400.00
L,L,-0.05,-0.29,0.95,91.06,-16.17,0.06,-24.45,44.95,-400.00
L,L,-0.07,-0.27,0.96,3.23,10.56,-5.13,-24.45,44.95,-400.00
L,L,-0.02,-0.23,0.97,-73.91,28.02,-10.93,-24.45,44.95,-400.00
L,L,0.00,-0.20,0.92,-76.90,24.96,-8.85,-24.79,45.59,-400.00
L,L,-0.02,-0.17,0.93,-60.36,16.91,-7.45,-24.79,45.59,-400.00
L,L,0.00,-0.17,0.95,-32.71,3.91,-7.02,-24.79,45.59,-400.00
L,L,-0.02,-0.15,0.97,-25.15,1.65,-6.59,-24.79,45.59,-400.00
L,L,-0.02,-0.14,0.98,-35.71,5.74,-4.15,-25.04,45.23,-400.00
L,L,-0.01,-0.10,0.99,-59.08,11.54,-3.48,-25.04,45.23,-400.00
L,L,-0.01,-0.16,0.97,-134.70,29.66,-5.31,-25.04,45.23,-400.00
L,L,0.02,-0.07,0.95,-164.92,35.40,-15.14,-24.78,45.15,-400.00
L,L,0.02,-0.00,0.95,-149.66,29.79,-15.20,-24.78,45.15,-400.00
L,L,0.04,0.04,0.80,-86.61,12.33,-10.93,-24.78,45.15,-400.00
L,L,0.00,0.07,1.01,11.11,-4.27,3.97,-24.78,45.15,-400.00
L,L,0.03,0.04,0.97,2.75,-0.18,2.81,-25.10,45.61,-400.00
L,L,0.03,0.06,0.98,4.52,-1.16,2.26,-25.10,45.61,-400.00
L,L,-0.01,0.03,0.97,4.70,-0.24,7.39,-25.10,45.61,-400.00
L,L,0.00,0.02,0.98,4.21,0.31,4.82,-24.43,45.35,-400.00
L,L,-0.00,0.04,0.98,3.78,1.53,2.01,-24.43,45.35,-400.00
L,L,0.01,0.06,0.99,3.23,2.14,1.28,-24.43,45.35,-400.00
L,L,0.01,0.07,0.97,3.85,2.26,3.30,-24.23,46.12,-400.00
L,L,0.01,0.03,1.00,4.52,4.76,6.10,-24.23,46.12,-400.00
L,L,0.00,-0.01,0.98,3.23,4.64,5.07,-24.23,46.12,-400.00
L,L,0.03,0.02,0.97,3.36,4.03,3.42,-24.23,46.12,-400.00
L,L,0.03,0.01,0.99,-0.12,2.69,5.37,-24.13,46.31,-400.00
L,L,0.01,0.03,0.98,2.99,1.53,-1.89,-24.13,46.31,-400.00
L,L,0.01,0.05,0.97,3.60,0.49,-4.82,-24.13,46.31,-400.00
L,L,0.02,0.08,0.97,3.85,0.12,-4.03,-24.27,46.46,-400.00
L,L,0.01,0.02,0.97,4.64,-0.73,1.71,-24.27,46.46,-400.00
L,L,0.02,-0.01,0.98,4.15,0.49,-0.61,-24.27,46.46,-400.00
L,L,0.03,-0.01,0.96,2.99,1.89,-3.11,-24.27,46.46,-400.00
L,L,0.02,0.04,0.98,2.75,2.20,-4.94,-23.84,46.26,-400.00
L,L,0.02,0.05,0.98,2.62,1.95,-5.19,-23.84,46.26,-400.00
L,L,0.02,0.05,0.98,2.75,1.83,-4.39,-23.84,46.26,-400.00
L,L,-0.00,0.04,0.98,2.38,2.75,-3.85,-24.39,45.90,-400.00
L,L,0.00,0.05,0.98,1.46,3.97,-5.86,-24.39,45.90,-400.00
L,L,0.02,0.04,0.98,1.22,4.15,-5.31,-24.39,45.90,-400.00
L,L,0.04,0.08,0.96,0.98,4.21,-4.88,-24.39,45.90,-400.00
L,L,0.07,0.13,0.98,2.38,4.15,4.52,-24.38,46.88,-400.00
L,L,0.03,0.06,0.98,3.85,2.50,17.70,-24.38,46.88,-400.00
L,L,0.04,0.03,1.00,3.60,2.14,22.09,-24.38,46.88,-400.00
L,L,-0.00,-0.06,0.97,5.00,1.16,18.80,-23.60,46.68,-400.00
L,L,-0.01,-0.07,1.00,2.62,2.75,3.48,-23.60,46.68,-400.00
L,L,0.01,0.06,1.00,-1.83,9.70,-5.49,-23.60,46.68,-400.00
L,L,0.02,0.05,0.97,-2.69,10.44,-4.70,-24.13,46.74,-400.00
L,L,0.03,0.06,0.97,-0.92,8.85,-3.17,-24.13,46.74,-400.00
L,L,0.05,0.10,0.99,1.46,4.88,-0.61,-24.13,46.74,-400.00
L,L,0.06,0.08,0.98,3.05,0.18,4.58,-24.13,46.74,-400.00
L,L,0.05,0.04,0.94,3.66,1.28,6.59,-23.86,46.37,-400.00
L,L,0.03,0.03,0.99,6.71,0.43,5.92,-23.86,46.37,-400.00
L,L,0.02,0.05,1.00,3.11,0.31,2.44,-23.86,46.37,-400.00
L,L,0.03,0.04,0.93,4.88,0.37,0.31,-23.41,46.79,-400.00
L,L,0.04,0.04,1.00,8.24,0.55,-0.06,-23.41,46.79,-400.00
L,L,0.03,0.02,0.98,3.91,1.16,0.24,-23.41,46.79,-400.00
L,L,0.02,0.07,0.99,4.15,2.62,0.18,-23.41,46.79,-400.00
L,L,0.02,0.07,0.98,5.55,7.02,3.72,-23.06,47.07,-400.00
L,L,0.03,0.04,0.97,5.55,8.24,4.58,-23.06,47.07,-400.00
L,L,0.04,0.05,1.17,-4.94,1.34,-0.06,-23.06,47.07,-400.00
L,L,0.02,-0.01,0.86,-56.46,-14.65,-4.58,-23.51,47.00,-400.00
L,L,0.06,0.09,0.68,-46.88,-2.87,-5.55,-23.51,47.00,-400.00
L,L,0.06,0.09,0.99,-3.05,1.40,-3.17,-23.51,47.00,-400.00
L,L,0.03,0.09,0.94,-5.68,1.71,2.50,-23.34,47.14,-400.00
L,L,0.01,0.05,0.91,4.94,7.87,2.44,-23.34,47.14,-400.00
L,L,0.01,0.08,0.95,12.02,9.46,0.49,-23.34,47.14,-400.00
L,L,0.02,0.06,1.18,7.02,4.09,-4.21,-23.34,47.14,-400.00
L,L,0.06,0.06,1.19,-50.17,-15.14,-6.53,-23.05,46.67,-400.00
L,L,0.02,0.05,0.72,-62.38,-8.91,-6.59,-23.05,46.67,-400.00
L,L,0.05,0.14,0.99,-17.46,0.18,-6.71,-23.05,46.67,-400.00
L,L,0.04,0.15,0.98,-21.55,0.67,-5.37,-23.77,47.29,-400.00
L,L,0.03,0.14,0.95,-19.23,0.85,-2.20,-23.77,47.29,-400.00
L,L,0.06,0.19,1.00,-16.17,1.22,-1.59,-23.77,47.29,-400.00
L,L,-0.00,0.16,0.93,-22.83,2.75,2.20,-23.77,47.29,-400.00
L,L,-0.00,0.12,1.03,-27.71,-1.46,-5.25,-23.18,46.78,-400.00
L,L,0.02,0.17,0.96,-34.55,-0.85,-11.78,-23.18,46.78,-400.00
L,L,0.02,0.20,0.96,-31.68,-1.04,-11.41,-23.18,46.78,-400.00
L,L,0.08,0.26,0.90,-30.64,-1.95,-7.63,-23.22,46.44,-400.00
L,L,0.04,0.18,0.61,-15.38,5.43,3.91,-23.22,46.44,-400.00
L,L,0.03,0.16,1.00,5.43,3.85,2.75,-23.22,46.44,-400.00
L,L,0.04,0.18,0.88,9.77,5.49,4.27,-23.22,46.44,-400.00
L,L,0.07,0.19,0.86,33.69,10.07,2.99,-23.46,46.73,-400.00
L,L,0.04,0.12,1.01,49.80,10.13,4.33,-23.46,46.73,-400.00
L,L,0.02,0.13,1.11,42.79,5.92,2.14,-23.46,46.73,-400.00
L,L,0.05,0.17,1.16,-0.73,-5.25,-0.31,-23.22,47.23,-400.00
L,L,0.05,0.14,0.92,-36.87,-9.77,0.67,-23.22,47.23,-400.00
L,L,0.03,0.16,0.83,-16.11,-2.44,-1.04,-23.22,47.23,-400.00
L,L,0.07,0.22,0.80,4.94,2.81,0.00,-23.08,46.90,-400.00
L,L,0.03,0.16,0.79,38.64,12.15,6.84,-23.08,46.90,-400.00
L,L,0.05,0.17,0.91,73.79,19.71,0.73,-23.08,46.90,-400.00
F,L,0.08,0.15,0.83,85.21,29.97,0.61,-23.08,46.90,-400.00
F,L,0.12,0.13,0.73,125.67,37.96,3.48,-23.16,48.33,-400.00
F,L,0.07,0.04,3.47,173.22,47.79,11.47,-23.16,48.33,-400.00
F,L,0.05,-0.04,0.98,13.12,10.56,4.88,-23.16,48.33,-400.00
F,L,0.03,-0.06,0.99,6.59,8.54,-2.75,-22.39,48.56,-400.00
F,L,0.08,0.03,0.95,7.81,10.56,-7.51,-22.39,48.56,-400.00
F,L,0.08,0.04,0.97,6.71,3.60,-7.20,-22.39,48.56,-400.00
F,L,0.08,0.07,0.97,7.14,5.55,-5.49,-22.39,48.56,-400.00
F,L,0.10,0.06,0.99,8.73,7.26,-4.21,-22.74,48.75,-400.00
F,L,0.11,0.07,0.97,9.95,9.46,0.67,-22.74,48.75,-400.00
F,L,0.09,0.03,0.98,11.11,8.67,4.58,-22.74,48.75,-400.00
F,L,0.11,0.02,0.94,13.92,3.30,3.97,-21.86,49.17,-400.00
F,L,0.10,0.02,0.96,60.36,-2.93,5.62,-21.86,49.17,-400.00
F,L,0.06,-0.08,0.99,91.55,-4.82,10.56,-21.86,49.17,-400.00
F,L,0.09,-0.11,0.98,77.03,9.28,2.81,-21.66,49.18,-400.00
F,L,0.09,-0.08,0.99,62.44,17.15,-0.92,-21.66,49.18,-400.00
F,L,0.11,-0.07,0.96,46.45,26.18,0.06,-21.66,49.18,-400.00
F,L,0.12,-0.08,0.94,64.33,22.09,2.93,-21.66,49.18,-400.00
F,L,0.12,-0.09,0.93,106.57,8.06,8.06,-21.47,48.30,-400.00
F,L,0.12,-0.15,0.95,123.90,2.87,10.38,-21.47,48.30,-400.00
F,L,0.12,-0.20,0.96,117.74,4.46,10.99,-21.47,48.30,-400.00
F,L,0.13,-0.23,0.94,77.64,16.97,8.24,-21.31,48.67,-400.00
F,L,0.13,-0.22,0.92,60.06,18.92,5.86,-21.31,48.67,-400.00
F,L,0.12,-0.22,0.91,56.46,15.20,5.13,-21.31,48.67,-400.00
F,L,0.13,-0.21,0.96,59.57,6.71,5.00,-21.31,48.67,-400.00
F,L,0.16,-0.20,1.04,10.01,18.31,5.98,-21.35,48.16,-400.00
F,L,0.16,-0.21,1.00,-38.02,26.18,6.65,-21.35,48.16,-400.00
F,L,0.17,-0.24,0.90,-102.17,36.80,10.93,-21.35,48.16,-400.00
F,L,0.17,-0.22,0.89,-98.14,31.19,10.56,-20.83,48.96,-400.00
F,L,0.20,-0.20,0.88,-78.67,19.96,6.71,-20.83,48.96,-400.00
F,L,0.19,-0.15,0.91,-67.75,13.18,5.07,-20.83,48.96,-400.00
F,L,0.20,-0.11,0.92,-54.14,2.99,3.91,-20.83,48.96,-400.00
F,L,0.20,-0.11,0.92,-50.29,-4.15,2.99,-21.04,49.94,-400.00
F,L,0.18,-0.09,0.97,-49.19,-4.94,4.64,-21.04,49.94,-400.00
F,L,0.17,-0.08,0.95,-67.38,-6.29,5.80,-21.04,49.94,-400.00
F,L,0.17,-0.22,0.91,-76.78,-8.73,2.14,-20.43,49.49,-400.00
F,L,0.17,-0.06,0.99,-17.64,-24.84,-6.10,-20.43,49.49,-400.00
F,L,0.16,-0.03,0.94,-18.80,-23.99,-6.53,-20.43,49.49,-400.00
F,L,0.16,-0.03,0.96,-13.31,-19.71,-5.37,-20.48,49.50,-400.00
F,L,0.14,-0.02,0.97,-11.17,-17.15,-4.70,-20.48,49.50,-400.00
F,L,0.15,-0.01,0.96,-10.01,-15.81,-4.58,-20.48,49.50,-400.00
F,L,0.14,0.00,0.96,-10.01,-15.99,-4.52,-20.48,49.50,-400.00
F,L,0.13,-0.01,0.96,-11.72,-17.64,-5.13,-20.81,49.45,-400.00
F,L,0.12,-0.00,0.96,-12.27,-19.29,-6.10,-20.81,49.45,-400.00
F,L,0.12,0.00,0.95,-13.12,-22.22,-3.85,-20.81,49.45,-400.00
F,L,0.14,0.00,0.96,-16.05,-24.11,-2.20,-20.72,49.39,-400.00
F,L,0.14,-0.00,0.96,-18.55,-28.32,2.50,-20.72,49.39,-400.00
F,L,0.10,0.02,0.98,-19.78,-31.13,7.57,-20.72,49.39,-400.00
F,L,0.03,0.02,0.94,-18.25,-29.24,7.57,-20.72,49.39,-400.00
F,L,0.03,0.03,0.99,4.70,-27.89,8.42,-20.94,49.49,-400.00
F,L,0.07,0.03,1.00,4.39,-21.85,7.57,-20.94,49.49,-400.00
F,L,0.02,0.04,0.97,4.15,-13.06,5.86,-20.94,49.49,-400.00
F,L,0.05,0.04,0.99,4.27,-9.40,5.49,-21.12,49.61,-400.00
F,L,0.06,0.03,0.98,4.33,-4.09,5.74,-21.12,49.61,-400.00
F,L,0.07,0.02,0.98,4.39,-0.31,4.21,-21.12,49.61,-400.00
F,L,0.04,0.05,0.98,4.27,1.34,0.98,-21.20,49.63,-400.00
F,L,0.06,0.04,0.97,3.72,2.08,-0.37,-21.20,49.63,-400.00
F,L,0.07,0.02,0.97,3.72,0.61,-2.26,-21.20,49.63,-400.00
F,L,0.03,0.03,0.99,4.58,1.40,1.53,-21.20,49.63,-400.00
F,L,0.04,0.04,0.97,4.33,2.32,3.54,-20.70,50.31,-400.00
F,L,0.05,0.04,0.98,3.91,2.14,1.22,-20.70,50.31,-400.00
F,L,0.03,0.03,0.97,4.09,2.20,2.32,-20.70,50.31,-400.00
F,L,0.08,0.02,0.95,4.70,0.79,5.31,-20.72,50.04,-400.00
F,L,0.06,0.03,0.97,4.52,-0.79,6.04,-20.72,50.04,-400.00
F,L,0.04,0.00,1.00,6.96,-3.60,6.84,-20.72,50.04,-400.00
F,L,0.05,0.05,0.97,21.30,-7.81,10.01,-20.72,50.04,-400.00
F,L,0.05,0.01,0.99,8.91,-8.36,3.17,-20.28,50.24,-400.00
F,L,0.03,0.01,1.02,-10.99,-5.92,2.44,-20.28,50.24,-400.00
F,L,0.01,0.04,0.96,12.21,-8.67,2.56,-20.28,50.24,-400.00
F,L,0.05,0.02,0.98,-4.27,-6.59,2.50,-19.86,49.37,-400.00
F,L,0.02,0.05,1.00,3.78,-5.86,0.98,-19.86,49.37,-400.00
F,L,0.04,0.04,0.98,4.94,-4.33,-0.55,-19.86,49.37,-400.00
F,L,0.04,0.03,0.98,4.03,-3.05,-1.71,-19.86,49.37,-400.00
F,L,0.04,0.04,0.97,3.72,-2.08,-2.32,-20.52,49.94,-400.00
F,L,0.03,0.04,0.98,3.17,-2.62,-3.48,-20.52,49.94,-400.00
F,L,0.03,0.04,0.97,3.48,-1.40,-5.31,-20.52,49.94,-400.00
F,L,0.03,0.04,0.97,3.30,-3.78,-10.01,-20.65,49.93,-400.00
F,L,0.03,0.03,0.97,3.42,-5.07,-12.21,-20.65,49.93,-400.00
F,L,0.03,0.03,0.98,3.54,-6.23,-12.39,-20.65,49.93,-400.00
F,L,0.03,0.02,0.98,2.87,-5.07,-10.07,-20.67,49.56,-400.00
F,L,0.04,0.05,0.92,3.72,-10.19,-7.32,-20.67,49.56,-400.00
F,L,0.02,0.03,0.99,3.42,-24.29,-10.07,-20.67,49.56,-400.00
F,L,0.01,0.03,0.97,3.97,-19.35,-10.19,-20.67,49.56,-400.00
F,L,0.01,0.03,0.97,8.06,-17.88,-7.75,-21.52,50.06,-400.00
F,L,-0.02,0.02,0.99,7.39,-7.57,-6.41,-21.52,50.06,-400.00
F,L,-0.00,0.02,0.99,2.99,1.65,-2.93,-21.52,50.06,-400.00
F,L,0.00,0.03,0.98,3.48,1.22,-0.67,-21.36,49.45,-400.00
F,L,0.00,0.03,0.98,4.03,0.73,-0.79,-21.36,49.45,-400.00
F,L,0.00,0.03,0.98,4.03,0.85,-0.67,-21.36,49.45,-400.00
F,L,0.00,0.03,0.98,3.78,0.79,-0.79,-21.36,49.45,-400.00
F,L,0.00,0.03,0.98,3.91,0.98,-0.55,-21.67,49.72,-400.00
F,L,0.00,0.03,0.98,3.72,0.73,-0.67,-21.67,49.72,-400.00
F,L,0.00,0.03,0.98,3.85,0.73,-0.67,-21.67,49.72,-400.00
F,L,0.00,0.03,0.98,3.91,0.67,-0.85,-20.81,50.07,-400.00
F,L,0.00,0.03,0.98,3.91,0.67,-0.55,-20.81,50.07,-400.00
F,L,0.00,0.03,0.98,3.97,0.85,-0.67,-20.81,50.07,-400.00
F,L,0.00,0.03,0.98,3.85,0.85,-0.61,-20.81,49.66,-400.00
F,L,0.00,0.03,0.98,3.78,0.79,-0.73,-21.06,49.66,-400.00
F,L,0.00,0.03,0.98,3.97,0.67,-0.73,-21.06,49.66,-400.00
F,L,0.00,0.03,0.98,3.85,0.73,-0.79,-21.06,49.66,-400.00
F,L,0.00,0.03,0.98,3.85,0.79,-0.67,-20.72,49.63,-400.00
F,L,0.00,0.03,0.98,4.09,0.79,-0.67,-20.72,49.63,-400.00
F,L,0.00,0.03,0.98,3.78,0.79,-0.73,-20.72,49.63,-400.00
